District_Name,UnitName,FIRNo,RI,Year,Month,Offence_From_Date,Offence_To_Date,FIR_Reg_DateTime,FIR_Date,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,KGID,IOAssigned_Date,Internal_IO,Place of Offence,Distance from PS,Beat_Name,Village_Area_Name,Male,Female,Boy,Girl,Age 0,VICTIM COUNT,Accused Count,Arrested Male,Arrested Female,Arrested Count No.,Accused_ChargeSheeted Count,Conviction Count,FIR_ID,Unit_ID,Crime_No,Report_Date,Final_Report_Date,Report_Type,FR_ID
Yadgir,Narayanapura PS,0033/2017,1,2017,7,2017-06-25 17:30:00.000,2017-06-25 17:31:00.000,2017-07-01 13:00:00.000,01/07/2017,Non Heinous,False Case,Written,RIOTS,Land Disputes,0.0,0.0,"IPC 1860 U/s: 143,147,148,341,323,324,504,506,149 ",CHANDRASHEKHAR   (HC),1400728,,158900113,"IN ENNIVADGERA VILLAGE, IN ENNIVADGERA VILLAGE",AT 15 KM EAST FROM PS,BEAT3,YARAKIHAL,1,2,0,0,0,0,5,0,0,0,0,0,2017000037,1601,10978160120170033,,2017-07-10 00:00:00.000,B Report,
Yadgir,Narayanapura PS,0034/2017,1,2017,7,2017-07-06 07:25:00.000,2017-07-06 07:26:00.000,2017-07-07 21:30:00.000,07/07/2017,Non Heinous,Pending Trial,Oral,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,0.0,0.0,"IPC 1860 U/s: 279,337 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 187 ",KRISHANMURTI   (PSI),1221860,,158900221,"NEAR ANGANAVADI SCHOOL, NEAR ANGANAVADI SCHOOL",AT:15 KM EAST FROM PS,BEAT3,YARAKIHAL,0,0,1,0,0,0,1,0,0,0,1,0,2017000038,1601,10978160120170034,2018-01-24 00:00:00.000,,,2018000010.0
Yadgir,Narayanapura PS,0035/2017,1,2017,7,2017-06-30 16:29:00.000,2017-06-30 16:30:00.000,2017-07-08 17:00:00.000,08/07/2017,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,0.0,0.0,"IPC 1860 U/s: 323,324,504,506,34 ",KRISHANMURTI   (PSI),1221860,,158900221,"NEAR SRI HULAGAMMADEVI TEMPL, NEAR SRI HULAGAMMADEVI TEMPL",AT 15 KM NORTH FROM PS,BEAT3,YARAKIHAL,1,0,0,0,0,0,4,1,2,3,4,0,2017000039,1601,10978160120170035,2017-12-09 00:00:00.000,,,2018000019.0
Yadgir,Narayanapura PS,0036/2017,1,2017,7,2017-06-30 14:30:00.000,2017-06-30 14:31:00.000,2017-07-09 18:00:00.000,09/07/2017,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,0.0,0.0,"IPC 1860 U/s: 506,504,323,324,34 ",KRISHANMURTI   (PSI),1221860,,158900221,"NEAR COMPLAINANT HOUSE, NEAR COMPLAINANT HOUSE",AT 15 KM NORTH FROM PS,BEAT3,YARAKIHAL,0,1,0,0,0,0,6,3,0,3,3,0,2017000040,1601,10978160120170036,2017-09-01 00:00:00.000,,,2018000015.0
Yadgir,Narayanapura PS,0037/2017,1,2017,7,2014-06-25 00:00:00.000,2017-05-01 13:30:00.000,2017-07-21 17:00:00.000,21/07/2017,Heinous,Undetected,Written,THEFT,"Electronic Goods (Radio,TV,VCR,ACs,Office Automation Equipments)",0.0,0.0,IPC 1860 U/s: 379 ,PANDIT  SAGAR (PI),1749595,,70500050,"NARAYANPUR VILLAGE, NARAYANPUR VILLAGE",1 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,0,0,0,0,0,0,2017000042,1601,10978160120170037,,2018-07-07 00:00:00.000,C Report,
Yadgir,Narayanapura PS,0038/2017,1,2017,7,2017-07-22 15:00:00.000,2017-07-22 15:01:00.000,2017-07-22 17:00:00.000,22/07/2017,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0,0.0,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",KRISHANMURTI   (PSI),1221860,,158900221,"INFRONT OF SRIKALI MUDDANNA TEMPLE IN MADALINGANAL, INFRONT OF SRIKALI MUDDANNA TEMPLE IN MADALINGANAL",18 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,6,6,0,6,6,0,2017000043,1601,10978160120170038,2017-07-22 00:00:00.000,,,2017000055.0
Yadgir,Narayanapura PS,0039/2017,1,2017,7,2017-07-25 11:00:00.000,2017-07-25 11:01:00.000,2017-07-25 13:00:00.000,25/07/2017,Non Heinous,Pending Trial,,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"MARANAL VILLAGE, MARANAL VILLAGE",14 KM TOWARDS NORTH FROM PS,BEAT3,YARAKIHAL,0,0,0,0,0,0,2,0,0,0,2,0,2017000044,1601,10978160120170039,2017-07-25 00:00:00.000,,,2017000040.0
Yadgir,Narayanapura PS,0040/2017,1,2017,7,2017-07-25 12:00:00.000,2017-07-25 12:01:00.000,2017-07-25 13:15:00.000,25/07/2017,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"BAPPARAGI VILLAGE, BAPPARAGI VILLAGE",23 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,1,0,0,0,1,0,2017000045,1601,10978160120170040,2017-07-25 00:00:00.000,,,2017000041.0
Yadgir,Narayanapura PS,0041/2017,1,2017,7,2017-07-24 15:15:00.000,2017-07-24 15:16:00.000,2017-07-25 19:00:00.000,25/07/2017,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0,0.0,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",YALLAPPA   (HC),1905404,,158900321,"INFRONT OF DHARMARAJ TEMPLE IN HAGARATAGI VILLAGE, INFRONT OF DHARMARAJ TEMPLE IN HAGARATAGI VILLAGE",24 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,1,1,0,1,1,0,2017000046,1601,10978160120170041,2017-07-27 00:00:00.000,,,2017000056.0
Yadgir,Narayanapura PS,0042/2017,1,2017,8,2017-08-01 17:30:00.000,2017-08-01 17:31:00.000,2017-08-01 19:00:00.000,01/08/2017,Non Heinous,Convicted,Sue-moto by Police,Karnataka State Local Act,Mmdr (Mines & Minerals Regulation Development) Act 1957,0.0,0.0,"IPC 1860 U/s: 379 MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957 U/s: 21(3),21(4) ",SHRISHAIL   (ASI),1221764,,158900192,"KUREKANAL VILLAGE LIMITS IN BROOK, KUREKANAL VILLAGE LIMITS IN BROOK",20 KM TOWARDS NORTH FROM PS,BEAT3,YARAKIHAL,0,0,0,0,0,0,1,0,0,0,1,1,2017000047,1601,10978160120170042,2017-09-15 00:00:00.000,,,2017000060.0
Yadgir,Narayanapura PS,0043/2017,1,2017,9,2017-09-08 16:00:00.000,2017-09-08 16:01:00.000,2017-09-09 18:30:00.000,09/09/2017,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,0.0,0.0,"IPC 1860 U/s: 323,324,504,506,34 ",SHRISHAIL   (ASI),1221764,,158900192,"ENNIVADAGERA VILLAGE LIMITS FIELD SERVE NO:43, ENNIVADAGERA VILLAGE LIMITS FIELD SERVE NO:43",15 KM TOWARDS WEST FROM PS,BEAT3,YARAKIHAL,0,1,0,0,0,0,4,0,0,0,4,0,2017000049,1601,10978160120170043,2017-11-20 00:00:00.000,,,2018000017.0
Yadgir,Narayanapura PS,0044/2017,1,2017,9,2017-09-08 16:00:00.000,2017-09-08 16:01:00.000,2017-09-09 19:45:00.000,09/09/2017,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,0.0,0.0,"IPC 1860 U/s: 323,324,504,506,34 ",SHRISHAIL   (ASI),1221764,,158900192,"ENNIVADAGERA VILLAGE LIMITS FIELD SERVE NO:43, ENNIVADAGERA VILLAGE LIMITS FIELD SERVE NO:43",15 KM TOWARDS WEST FROM PS,BEAT3,YARAKIHAL,0,1,0,0,0,0,4,0,0,0,4,0,2017000050,1601,10978160120170044,2017-11-20 00:00:00.000,,,2018000018.0
Yadgir,Narayanapura PS,0045/2017,1,2017,9,2017-06-06 00:00:00.000,2017-09-12 17:00:00.000,2017-09-12 17:00:00.000,12/09/2017,Non Heinous,Convicted,Sue-moto by Police,Failure to appear to Court,229 A,0.0,0.0,IPC 1860 U/s: 229A ,SHRISHAIL   (ASI),1221764,,158900192,"GANGAVATHI & ARAB MOHALLA RAICHUR, GANGAVATHI & ARAB MOHALLA RAICHUR",150 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,2,0,0,0,2,2,2017000051,1601,10978160120170045,2017-11-27 00:00:00.000,,,2018000055.0
Yadgir,Narayanapura PS,0046/2017,1,2017,10,2017-10-06 23:00:00.000,2017-10-07 07:00:00.000,2017-10-07 17:00:00.000,07/10/2017,Non Heinous,Undetected,Written,COMMUNAL / RELIGION   ,Religious Issue,0.0,0.0,IPC 1860 U/s: 295 ,SHRISHAIL   (ASI),1221764,,158900192,"HORATTI VILLAGE MAHARSHI VALMIKI CIRCLE, HORATTI VILLAGE MAHARSHI VALMIKI CIRCLE",22 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,0,0,0,0,0,0,2017000053,1601,10978160120170046,,2018-03-10 00:00:00.000,C Report,
Yadgir,Narayanapura PS,0047/2017,1,2017,10,2017-10-09 20:30:00.000,2017-10-09 20:31:00.000,2017-10-10 06:30:00.000,10/10/2017,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,0.0,0.0,"IPC 1860 U/s: 279,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 187,181,196 ",PANDIT  SAGAR (PI),1749595,,70500050,"NARAYANPUR-LINGSUGUR MAIN ROAD DAM BRIDGE NEAR, NARAYANPUR-LINGSUGUR MAIN ROAD DAM BRIDGE NEAR",7 KM TOWARDS SOUTH FROM PS,BEAT1,BASARIGIDAD TANDA,1,0,0,0,0,0,1,1,0,1,2,0,2017000054,1601,10978160120170047,2017-12-19 00:00:00.000,,,2018000002.0
Yadgir,Narayanapura PS,0048/2017,1,2017,10,2017-05-17 16:00:00.000,2017-05-17 16:01:00.000,2017-10-13 20:30:00.000,13/10/2017,Non Heinous,False Case,Judicial/Magistrate reference,CHEATING,CHEATING,0.0,0.0,"IPC 1860 U/s: 420,34 ",V S HIREMATH   (PI),2535806,,97100016,"MELINAGADDI VILLAGE IN SERVE NO:28/1, MELINAGADDI VILLAGE IN SERVE NO:28/1",12 KM TOWARDS SOUTH FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,2,0,0,0,0,0,2017000055,1601,10978160120170048,,2019-10-20 00:00:00.000,B Report,
Yadgir,Narayanapura PS,0049/2017,1,2017,10,2017-10-13 17:00:00.000,2017-10-13 17:01:00.000,2017-10-14 01:00:00.000,14/10/2017,Heinous,Dis/Acq,Oral,MURDER,Civil Disputes,0.0,0.0,"IPC 1860 U/s: 307,504,114,302,34 ",V S HIREMATH   (PI),2535806,,97100016,"INFRONT OF COMPLAINANT HOUSE IN BAPPARAGI VILLAGE, INFRONT OF COMPLAINANT HOUSE IN BAPPARAGI VILLAGE",23 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,2,0,0,0,0,0,4,2,0,2,2,0,2017000056,1601,10978160120170049,2018-01-06 00:00:00.000,,,2018000001.0
Yadgir,Narayanapura PS,0050/2017,1,2017,10,2017-10-16 15:30:00.000,2017-10-16 15:31:00.000,2017-10-16 17:00:00.000,16/10/2017,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0,0.0,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",YALLAPPA   (HC),1905404,,158900321,"SRI HANUMAN TEMPLE GROUND IN JOGUNDABHAVI VILLAGE, SRI HANUMAN TEMPLE GROUND IN JOGUNDABHAVI VILLAGE",8 KM TOWARDS NORTH FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,6,0,0,0,6,0,2017000057,1601,10978160120170050,2017-10-16 00:00:00.000,,,2018000004.0
Yadgir,Narayanapura PS,0051/2017,1,2017,10,2017-10-21 20:00:00.000,2017-10-21 20:01:00.000,2017-10-23 18:00:00.000,23/10/2017,Non Heinous,Dis/Acq,Written,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 323,324,354,504,506,34 ",MANAPPA   (PSI),550150,,158900348,"INFRONT OF COMPLAINANT HOUSE IN NARAYANPUR VILLAGE, INFRONT OF COMPLAINANT HOUSE IN NARAYANPUR VILLAGE",1 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,1,0,0,0,0,0,4,0,0,0,4,0,2017000058,1601,10978160120170051,2018-01-10 00:00:00.000,,,2018000020.0
Yadgir,Narayanapura PS,0052/2017,1,2017,10,2017-10-21 20:00:00.000,2017-10-21 20:01:00.000,2017-10-23 20:30:00.000,23/10/2017,Non Heinous,Dis/Acq,Written,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 323,324,354,504,506,34 ",SHRISHAIL   (ASI),1221764,,158900192,"INFRONT OF SANNA GANGAPPA HOUSE NARAYANPUR VILLAGE, INFRONT OF SANNA GANGAPPA HOUSE NARAYANPUR VILLAGE",1 KM TOWARDS NORTH FROM PS,ARIA,NARAYANAPUR,0,1,0,0,0,0,4,0,0,0,4,0,2017000059,1601,10978160120170052,2018-02-09 00:00:00.000,,,2018000062.0
Yadgir,Narayanapura PS,0053/2017,1,2017,11,2017-10-31 08:00:00.000,2017-10-31 08:01:00.000,2017-11-02 17:00:00.000,02/11/2017,Non Heinous,Pending Trial,Written,FALSE EVIDENCE,FALSE EVIDENCE,0.0,0.0,IPC 1860 U/s: 195A ,SHRISHAIL   (ASI),1221764,,158900192,"NEAR PERFECT GARAGE NARAYANPUR, NEAR PERFECT GARAGE NARAYANPUR",1 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,1,0,0,0,1,0,2017000060,1601,10978160120170053,2017-11-23 00:00:00.000,,,2018000012.0
Yadgir,Narayanapura PS,0054/2017,1,2017,11,2017-11-08 16:00:00.000,2017-11-08 16:01:00.000,2017-11-08 17:00:00.000,08/11/2017,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",SHRISHAIL   (ASI),1221764,,158900192,"MAIN BAZAR NARAYANPUR, MAIN BAZAR NARAYANPUR",2 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,1,0,0,0,1,0,2017000061,1601,10978160120170054,2017-11-09 00:00:00.000,,,2018000022.0
Yadgir,Narayanapura PS,0055/2017,1,2017,11,2017-11-08 18:30:00.000,2017-11-08 18:31:00.000,2017-11-08 19:15:00.000,08/11/2017,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 108 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 108 ",MANAPPA   (PSI),550150,,158900348,"NARAYANPUR VILLAGE, NARAYANPUR VILLAGE",02 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,1,0,0,0,1,0,2017000062,1601,10978160120170055,2017-11-08 00:00:00.000,,,2018000021.0
Yadgir,Narayanapura PS,0056/2017,1,2017,11,2017-11-09 16:30:00.000,2017-11-09 16:31:00.000,2017-11-10 19:00:00.000,10/11/2017,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0,0.0,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",SHRISHAIL   (ASI),1221764,,158900192,"DR.B.R AMBEDKAR CIRCLE NEAR IN NARAYANPUR VILLAGE, DR.B.R AMBEDKAR CIRCLE NEAR IN NARAYANPUR VILLAGE",2 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,2,0,0,0,2,0,2017000063,1601,10978160120170056,2017-12-31 00:00:00.000,,,2018000006.0
Yadgir,Narayanapura PS,0057/2017,1,2017,11,2017-11-15 10:30:00.000,2017-11-15 10:31:00.000,2017-11-17 10:30:00.000,17/11/2017,Non Heinous,Pending Trial,Oral,CASES OF HURT,Grievous  Hurt,0.0,0.0,"IPC 1860 U/s: 143,147,148,323,324,307,504,506,149,326,34 ",SHRISHAIL   (ASI),1221764,,158900192,"INFRONT OF COMPLAINANT HOME IN NARAYANPUR IB TANDA, INFRONT OF COMPLAINANT HOME IN NARAYANPUR IB TANDA",2 KM TOWARDS WEST FROM PS,BEAT1,BASARIGIDAD TANDA,1,0,0,0,0,0,8,0,0,0,3,0,2017000064,1601,10978160120170057,2018-02-20 00:00:00.000,,,2018000011.0
Yadgir,Narayanapura PS,0058/2017,1,2017,11,2017-11-15 10:30:00.000,2017-11-15 10:31:00.000,2017-11-19 13:00:00.000,19/11/2017,Non Heinous,Pending Trial,Written,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 143,147,148,323,324,354A(1)(i),354A(1)(ii),504,506,149,34 ",MANAPPA   (PSI),550150,,158900348,"INFRONT OF ACCUSED HOUSE IN NARAYANPUR  IB TANDA, INFRONT OF ACCUSED HOUSE IN NARAYANPUR  IB TANDA",2 KM TOWARDS WEST FROM PS,BEAT1,BASARIGIDAD TANDA,0,1,0,0,0,0,8,0,0,0,3,0,2017000065,1601,10978160120170058,2018-02-12 00:00:00.000,,,2018000003.0
Yadgir,Narayanapura PS,0059/2017,1,2017,11,2017-11-29 11:30:00.000,2017-11-29 11:31:00.000,2017-11-30 17:00:00.000,30/11/2017,Non Heinous,Pending Trial,Written,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 143,147,148,323,324,354,355,504,506,149,34 ",SHRISHAIL   (ASI),1221764,,158900192,"HAGARATAGI VILLAGE LIMITS IN COMPLAINANT FIELD, HAGARATAGI VILLAGE LIMITS IN COMPLAINANT FIELD",25 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,1,1,0,0,0,0,5,2,0,2,3,0,2017000066,1601,10978160120170059,2018-03-14 00:00:00.000,,,2018000048.0
Yadgir,Narayanapura PS,0060/2017,1,2017,11,2017-11-29 11:30:00.000,2017-11-29 11:31:00.000,2017-11-30 19:30:00.000,30/11/2017,Non Heinous,Pending Trial,Written,MOLESTATION,Other Places,0.0,0.0,"IPC 1860 U/s: 143,147,148,323,324,354,355,504,506,149,34 ",KRISHANMURTI   (PSI),1221860,,158900221,"HAGARATAGI VILLAGE LIMITS IN COMPLAINANT FIELD, HAGARATAGI VILLAGE LIMITS IN COMPLAINANT FIELD",25 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,1,1,0,0,0,0,6,0,0,0,3,0,2017000067,1601,10978160120170060,2017-03-14 00:00:00.000,,,2018000049.0
Yadgir,Narayanapura PS,0061/2017,1,2017,12,2017-12-03 13:00:00.000,2017-12-03 13:01:00.000,2017-12-03 15:00:00.000,03/12/2017,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,0.0,0.0,"IPC 1860 U/s: 279,337,338,304(A) INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,180,181 ",PANDIT  SAGAR (PI),1749595,,70500050,"HUNASAGI-NARAYANPUR MAIN ROAD NEAR KOTEGUDDA, HUNASAGI-NARAYANPUR MAIN ROAD NEAR KOTEGUDDA",4 KM TOWARDS NORTH FROM PS,BEAT1,BASARIGIDAD TANDA,2,0,0,0,0,0,2,1,0,1,4,0,2017000068,1601,10978160120170061,2018-02-07 00:00:00.000,,,2018000026.0
Yadgir,Narayanapura PS,0062/2017,1,2017,12,2017-11-15 00:00:00.000,2017-12-08 11:00:00.000,2017-12-08 11:30:00.000,08/12/2017,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"IN NARAYANPUR IB TANDA, IN NARAYANPUR IB TANDA",2 KM TOWARDS WEST FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,8,0,0,0,8,0,2017000069,1601,10978160120170062,2017-12-08 00:00:00.000,,,2018000024.0
Yadgir,Narayanapura PS,0063/2017,1,2017,12,2017-11-15 00:00:00.000,2017-12-08 11:00:00.000,2017-12-08 11:45:00.000,08/12/2017,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"IN NARAYANPUR IB TANDA, IN NARAYANPUR IB TANDA",2 KM TOWARDS WEST FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,8,0,0,0,8,0,2017000070,1601,10978160120170063,2017-12-09 00:00:00.000,,,2018000023.0
Yadgir,Narayanapura PS,0064/2017,1,2017,12,2017-10-13 00:00:00.000,2017-12-08 11:30:00.000,2017-12-08 12:00:00.000,08/12/2017,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"IN BAPPARAGI VILLAGE, IN BAPPARAGI VILLAGE",23 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,4,0,0,0,4,0,2017000071,1601,10978160120170064,2017-12-08 00:00:00.000,,,2018000025.0
Yadgir,Narayanapura PS,0065/2017,1,2017,12,2017-10-04 20:00:00.000,2017-10-04 20:01:00.000,2017-12-08 19:30:00.000,08/12/2017,Non Heinous,False Case,Written,KIDNAPPING AND ABDUCTION,Others,0.0,0.0,IPC 1860 U/s: 366 ,SHRISHAIL   (ASI),1221764,,158900192,"MADALINGANAL VILLAGE AREA FIELD SERVE NO:62, MADALINGANAL VILLAGE AREA FIELD SERVE NO:62",18 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,1,0,0,0,0,1,0,0,0,0,0,2017000072,1601,10978160120170065,,2017-12-15 00:00:00.000,B Report,
Yadgir,Narayanapura PS,0066/2017,1,2017,12,2017-12-03 10:30:00.000,2017-12-03 10:31:00.000,2017-12-13 16:30:00.000,13/12/2017,Non Heinous,False Case,Written,POISONING-PROFESSIONAL,Non Fatal,0.0,0.0,IPC 1860 U/s: 328 ,MANAPPA   (PSI),550150,,158900348,"IN COMPLAINANT RENT HOUSE NARAYANPUR VILLAGE, IN COMPLAINANT RENT HOUSE NARAYANPUR VILLAGE",2 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,1,0,0,0,0,0,1,0,0,0,0,0,2017000073,1601,10978160120170066,,2018-07-31 00:00:00.000,B Report,
Yadgir,Narayanapura PS,0067/2017,1,2017,12,2017-12-15 16:00:00.000,2017-12-15 16:01:00.000,2017-12-16 18:00:00.000,16/12/2017,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),0.0,0.0,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",CHANDRASHEKHAR   (HC),1400728,,158900113,"NEAR PERFECT GARAGE NARAYANPUR, NEAR PERFECT GARAGE NARAYANPUR",01 KM TOWARDS EAST FROM PS,ARIA,NARAYANAPUR,0,0,0,0,0,0,6,0,0,0,6,0,2017000074,1601,10978160120170067,2017-12-20 00:00:00.000,,,2018000007.0
Yadgir,Narayanapura PS,0068/2017,1,2017,12,2017-05-17 06:00:00.000,2017-05-17 06:01:00.000,2017-12-22 18:00:00.000,22/12/2017,Non Heinous,Pending Trial,Judicial/Magistrate reference,CASES OF HURT,Simple Hurt ,0.0,0.0,"IPC 1860 U/s: 506,504,323,341 ",V S HIREMATH   (PI),2535806,,97100016,"NEAR SRI JUMMANNA MUTYANA, NEAR SRI JUMMANNA MUTYANA",AT 15 KM WEST FROM PS,BEAT3,YARAKIHAL,1,0,0,0,0,0,14,0,0,0,1,0,2017000075,1601,10978160120170068,2018-03-10 00:00:00.000,,,2018000069.0
Yadgir,Narayanapura PS,0001/2018,1,2018,1,2017-12-07 00:00:00.000,2018-01-10 14:00:00.000,2018-01-10 16:00:00.000,10/01/2018,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"IN HORATTI VILLAGE, IN HORATTI VILLAGE",22 KM NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,5,0,0,0,5,0,2018000001,1601,10978160120180001,2018-01-10 00:00:00.000,,,2018000014.0
Yadgir,Narayanapura PS,0002/2018,1,2018,1,2017-12-07 00:00:00.000,2018-01-10 14:00:00.000,2018-01-10 16:15:00.000,10/01/2018,Non Heinous,Pending Trial,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),0.0,0.0,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",MANAPPA   (PSI),550150,,158900348,"IN HORATTI VILLAGE, IN HORATTI VILLAGE",22 KM TOWARDS NORTH FROM PS,BEAT2,HAGARATGI,0,0,0,0,0,0,5,0,0,0,5,0,2018000002,1601,10978160120180002,2018-01-10 00:00:00.000,,,2018000016.0
Yadgir,Narayanapura PS,0003/2018,1,2018,1,2018-01-05 18:00:00.000,2018-01-05 18:01:00.000,2018-01-18 20:30:00.000,18/01/2018,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Roads,0.0,0.0,"IPC 1860 U/s: 279,338 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 187 ",KRISHANMURTI   (PSI),1221860,,158900221,"JOGUNDABHAVI-AMMAPUR ROAD NEAR RAYANAGOLA VILLAGE, JOGUNDABHAVI-AMMAPUR ROAD NEAR RAYANAGOLA VILLAGE",11 KM TOWARDS EAST FROM PS,BEAT1,BASARIGIDAD TANDA,1,0,0,0,0,0,1,1,0,1,1,0,2018000003,1601,10978160120180003,2018-05-05 00:00:00.000,,,2018000050.0
Yadgir,Narayanapura PS,0004/2018,1,2018,1,2018-01-19 15:45:00.000,2018-01-19 15:46:00.000,2018-01-20 12:30:00.000,20/01/2018,Non Heinous,Pending Trial,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),0.0,0.0,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",YALLAPPA   (HC),1905404,,158900321,"NARAYANPUR IB TANDA CHECK POST NEAR KANAKA CIRCLE, NARAYANPUR IB TANDA CHECK POST NEAR KANAKA CIRCLE",2.5 KM TOWARDS WEST FROM PS,BEAT1,BASARIGIDAD TANDA,0,0,0,0,0,0,1,1,0,1,1,0,2018000004,1601,10978160120180004,2018-01-20 00:00:00.000,,,2018000051.0
